CPU	 3	 0.13335
CPU	 1	 0.083325
CPU	 5	 0.1
CPU	 9	 0.1
CPU	 7	 0.1
CPU	 15	 0.083325
CPU	 13	 0.13335
CPU	 11	 0.083325
CPU	 21	 0.1
CPU	 17	 0.2
CPU	 23	 0.083325
CPU	 19	 0.2
CPU	 25	 0.133325
CPU	 27	 0.116675
CPU	 31	 0.083325
CPU	 33	 0.11665
CPU	 29	 0.15
CPU	 35	 0.083325
CPU	 39	 0.15
CPU	 37	 0.116675
CPU	 43	 0.183325
CPU	 41	 0.15
CPU	 47	 0.08335
CPU	 49	 0.1
CPU	 53	 0.1
CPU	 45	 0.383325
CPU	 51	 0.2
CPU	 61	 0.133325
CPU	 59	 0.15
CPU	 57	 0.216675
CPU	 67	 0.216675
CPU	 63	 0.15
CPU	 55	 0.23335
CPU	 65	 0.116675
CPU	 73	 0.2
CPU	 69	 0.11665
CPU	 71	 0.25
CPU	 77	 0.15
CPU	 75	 0.25
CPU	 81	 0.1
CPU	 83	 0.13335
CPU	 79	 0.15
CPU	 85	 0.166675
CPU	 87	 0.166675
CPU	 89	 0.116675
CPU	 91	 0.1
CPU	 93	 0.1
CPU	 99	 0.1
CPU	 95	 0.266675
CPU	 97	 0.1
CPU	 103	 0.1
CPU	 107	 0.1
CPU	 101	 0.383325
CPU	 105	 0.1
CPU	 109	 0.08335
CPU	 111	 0.1
CPU	 113	 0.166675
CPU	 119	 0.1
CPU	 115	 0.116675
CPU	 123	 0.116675
CPU	 121	 0.1
CPU	 127	 0.15
CPU	 117	 0.233325
CPU	 131	 0.13335
CPU	 129	 0.16665
CPU	 125	 0.1
CPU	 133	 0.116675
CPU	 139	 0.15
CPU	 135	 0.11665
CPU	 137	 0.133325
CPU	 141	 0.13335
CPU	 143	 0.166675
CPU	 149	 0.1
CPU	 145	 0.2
CPU	 147	 0.133325
CPU	 151	 0.11665
CPU	 153	 0.16665
CPU	 155	 0.166675
CPU	 157	 0.2
CPU	 161	 0.183325
CPU	 163	 0.2
CPU	 169	 0.266675
CPU	 159	 0.433325
CPU	 165	 0.216675
CPU	 167	 0.61665
CPU	 171	 0.116675
CPU	 173	 0.15
CPU	 179	 0.11665
CPU	 177	 0.116675
CPU	 175	 0.133325
CPU	 181	 0.1
CPU	 185	 3.01668
CPU	 183	 0.23335
CPU	 187	 0.083325
CPU	 189	 0.11665
CPU	 191	 0.1
CPU	 195	 0.18335
CPU	 193	 0.25
CPU	 197	 0.166675
CPU	 199	 0.133325
IO	 26	 83053.6
IO	 58	 83054.5
IO	 42	 83062
IO	 22	 83067.7
IO	 68	 83066.5
IO	 8	 83074.9
IO	 88	 83067.3
IO	 38	 83074.9
IO	 178	 83058.8
IO	 28	 83082.1
IO	 36	 83082.8
IO	 18	 83085.6
IO	 70	 83084.4
IO	 52	 83087
IO	 86	 83084.1
IO	 14	 83093.9
IO	 56	 83095
IO	 54	 83095.4
IO	 44	 83100.8
IO	 20	 83103
IO	 30	 83104
IO	 50	 83104.3
IO	 24	 83107.8
IO	 46	 83106.1
IO	 90	 83101.9
IO	 110	 83100.6
IO	 112	 83100.9
IO	 34	 83111.8
IO	 174	 83096.7
IO	 10	 83117.6
IO	 48	 83118.4
IO	 60	 83118.7
IO	 96	 83115.6
IO	 40	 83122.9
IO	 162	 83110.4
IO	 32	 83126.9
IO	 4	 83130.9
IO	 154	 83116.2
IO	 156	 83116.6
IO	 94	 83124.4
IO	 190	 83109.9
IO	 172	 83116.5
IO	 164	 83118.1
IO	 118	 83126.8
IO	 198	 83113.6
IO	 12	 83138.9
IO	 176	 83119.9
IO	 6	 83139.6
IO	 64	 83136.6
IO	 82	 83134.9
IO	 168	 83124.5
IO	 192	 83119.2
IO	 194	 83119.4
IO	 138	 83132.3
IO	 158	 83129.7
IO	 74	 83140.5
IO	 186	 83127.6
IO	 140	 83134.3
IO	 16	 83148.5
IO	 128	 83136.9
IO	 152	 83133.7
IO	 180	 83131.2
IO	 184	 83130.8
IO	 160	 83134.1
IO	 78	 83145.4
IO	 106	 83142.1
IO	 76	 83145.6
IO	 104	 83142.6
IO	 0	 83154
IO	 124	 83141.8
IO	 62	 83149.3
IO	 196	 83129.5
IO	 92	 83145.4
IO	 80	 83148.1
IO	 2	 83155.3
IO	 136	 83141.3
IO	 100	 83146.8
IO	 170	 83137.7
IO	 182	 83136.7
IO	 102	 83147.8
IO	 150	 83142.1
IO	 122	 83147.1
IO	 148	 83143.9
IO	 84	 83152.2
IO	 108	 83149.5
IO	 98	 83150.5
IO	 72	 83153.7
IO	 142	 83145.6
IO	 130	 83147.5
IO	 166	 83142.7
IO	 132	 83147.9
IO	 114	 83149.2
IO	 188	 83139.4
IO	 134	 83148
IO	 146	 83146.5
IO	 116	 83150.6
IO	 126	 83149.7
IO	 66	 83157
IO	 144	 83147.8
IO	 120	 83150.8
