CPU	 1	 0.116675
CPU	 19	 0.1
CPU	 17	 0.1
CPU	 15	 0.11665
CPU	 13	 0.1
CPU	 21	 0.1
CPU	 23	 0.1
CPU	 25	 0.1
CPU	 27	 0.1
CPU	 29	 0.1
CPU	 31	 0.1
CPU	 33	 0.116675
CPU	 11	 0.11665
CPU	 9	 0.1
CPU	 35	 0.1
CPU	 37	 0.1
CPU	 7	 0.116675
CPU	 5	 0.116675
CPU	 39	 0.1
CPU	 3	 0.1
CPU	 41	 0.11665
CPU	 43	 0.1
CPU	 45	 0.11665
CPU	 47	 0.1
CPU	 49	 0.1
CPU	 51	 0.1
CPU	 53	 0.116675
CPU	 55	 0.1
CPU	 57	 0.1
CPU	 59	 0.083325
CPU	 61	 0.1
CPU	 63	 0.1
CPU	 65	 0.1
CPU	 67	 0.1
CPU	 69	 0.1
CPU	 71	 0.15
CPU	 73	 0.13335
CPU	 75	 0.116675
CPU	 77	 0.133325
CPU	 79	 0.133325
CPU	 81	 0.116675
CPU	 83	 0.1
CPU	 85	 0.116675
CPU	 87	 0.11665
CPU	 89	 0.15
CPU	 91	 0.11665
CPU	 93	 0.133325
CPU	 95	 0.1
CPU	 97	 0.116675
CPU	 99	 0.13335
IO	 0	 20143.2
IO	 2	 20143.2
IO	 4	 20143.2
IO	 6	 20143.1
IO	 8	 20143.1
IO	 10	 20143.1
IO	 12	 20143
IO	 14	 20143
IO	 16	 20142.9
IO	 18	 20142.9
IO	 20	 20142.8
IO	 22	 20142.8
IO	 24	 20142.8
IO	 26	 20142.7
IO	 28	 20142.7
IO	 30	 20142.6
IO	 32	 20142.5
IO	 34	 20142.4
IO	 36	 20142.3
IO	 38	 20142.2
IO	 40	 20142.2
IO	 42	 20142.1
IO	 44	 20142
IO	 46	 20141.9
IO	 48	 20141.8
IO	 50	 20141.7
IO	 52	 20141.7
IO	 54	 20141.6
IO	 56	 20141.5
IO	 58	 20141.4
IO	 60	 20141.3
IO	 62	 20141.2
IO	 64	 20141.1
IO	 66	 20141
IO	 68	 20140.9
IO	 70	 20140.8
IO	 72	 20140.6
IO	 74	 20140.4
IO	 76	 20140.3
IO	 78	 20140.1
IO	 80	 20139.9
IO	 82	 20139.8
IO	 84	 20139.6
IO	 86	 20139.5
IO	 88	 20139.3
IO	 90	 20139.1
IO	 92	 20139
IO	 94	 20138.7
IO	 96	 20138.6
IO	 98	 20138.4
