CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0.01665
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0.016675
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.016675
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.016675
CPU	 49	 0
CPU	 51	 0
CPU	 53	 0.01665
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0
CPU	 61	 0
CPU	 63	 0.016675
CPU	 65	 0.016675
CPU	 67	 0.01665
CPU	 69	 0.016675
CPU	 71	 0.016675
CPU	 73	 0.01665
CPU	 75	 0.016675
CPU	 77	 0.016675
CPU	 79	 0.01665
CPU	 81	 0.016675
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0
CPU	 89	 0.01665
CPU	 91	 0.016675
CPU	 93	 0
CPU	 95	 0.016675
CPU	 97	 0.016675
CPU	 99	 0
IO	 56	 51628.2
IO	 26	 51629.3
IO	 0	 51630.4
IO	 88	 51630.9
IO	 66	 51631.6
IO	 58	 51632
IO	 38	 51632.6
IO	 92	 51632.4
IO	 40	 51632.9
IO	 24	 51633
IO	 54	 51633
IO	 20	 51633.1
IO	 16	 51633.3
IO	 34	 51633.4
IO	 62	 51633.4
IO	 18	 51633.9
IO	 82	 51633.7
IO	 8	 51634.3
IO	 52	 51634.3
IO	 80	 51634.2
IO	 32	 51634.6
IO	 12	 51635.2
IO	 36	 51635.1
IO	 50	 51635.1
IO	 42	 51635.2
IO	 46	 51635.2
IO	 78	 51635.1
IO	 94	 51634.9
IO	 90	 51635.1
IO	 2	 51635.7
IO	 84	 51635.4
IO	 74	 51635.5
IO	 28	 51635.8
IO	 68	 51635.7
IO	 98	 51635.4
IO	 44	 51635.8
IO	 14	 51636
IO	 4	 51636
IO	 76	 51635.8
IO	 70	 51635.9
IO	 22	 51636.2
IO	 30	 51636.2
IO	 48	 51636.2
IO	 6	 51636.6
IO	 10	 51636.7
IO	 60	 51636.6
IO	 86	 51636.4
IO	 72	 51636.5
IO	 64	 51636.7
IO	 96	 51636.4
