CPU	 1	 0.066675
CPU	 3	 0.05
CPU	 5	 0.05
CPU	 7	 0.05
CPU	 9	 0.066675
CPU	 11	 0.05
CPU	 13	 0.05
CPU	 15	 0.06665
CPU	 17	 0.05
CPU	 19	 0.066675
CPU	 21	 0.05
CPU	 23	 0.066675
CPU	 25	 0.05
CPU	 27	 0.05
CPU	 29	 0.05
CPU	 31	 0.066675
CPU	 33	 0.06665
CPU	 35	 0.05
CPU	 37	 0.05
CPU	 39	 0.05
CPU	 41	 0.05
CPU	 43	 0.066675
CPU	 45	 0.06665
CPU	 47	 0.05
CPU	 49	 0.05
IO	 18	 5312.55
IO	 40	 5312.42
IO	 36	 5313.08
IO	 16	 5314.35
IO	 30	 5314.57
IO	 44	 5314.63
IO	 28	 5315.32
IO	 10	 5315.92
IO	 26	 5315.67
IO	 46	 5315.3
IO	 0	 5316.73
IO	 34	 5316.38
IO	 14	 5317.1
IO	 6	 5317.47
IO	 48	 5316.35
IO	 4	 5317.85
IO	 2	 5317.92
IO	 42	 5316.92
IO	 20	 5317.75
IO	 8	 5318.12
IO	 22	 5317.77
IO	 12	 5318.15
IO	 38	 5317.4
IO	 24	 5317.85
IO	 32	 5317.6
