CPU	 1	 0.116675
CPU	 3	 0.11665
CPU	 5	 0.1
CPU	 7	 0.1
CPU	 9	 0.1
CPU	 11	 0.1
CPU	 13	 0.1
CPU	 15	 0.083325
CPU	 17	 0.083325
CPU	 19	 0.083325
CPU	 21	 0.083325
CPU	 23	 0.1
CPU	 25	 0.1
CPU	 27	 0.08335
CPU	 29	 0.1
CPU	 31	 0.083325
CPU	 33	 0.1
CPU	 35	 0.083325
CPU	 37	 0.11665
CPU	 39	 0.116675
CPU	 41	 0.1
CPU	 43	 0.11665
CPU	 45	 0.116675
CPU	 47	 0.1
CPU	 49	 0.1
CPU	 51	 0.1
CPU	 53	 0.1
CPU	 55	 0.083325
CPU	 57	 0.1
CPU	 59	 0.1
CPU	 61	 0.1
CPU	 63	 0.083325
CPU	 65	 0.11665
CPU	 67	 0.1
CPU	 69	 0.11665
CPU	 71	 0.1
CPU	 73	 0.11665
CPU	 75	 0.1
CPU	 77	 0.133325
CPU	 79	 0.116675
CPU	 81	 0.1
CPU	 83	 0.116675
CPU	 85	 0.1
CPU	 87	 0.116675
CPU	 89	 0.116675
CPU	 91	 0.116675
CPU	 93	 0.11665
CPU	 95	 0.116675
CPU	 97	 0.1
CPU	 99	 0.133325
CPU	 101	 0.116675
CPU	 103	 0.116675
CPU	 105	 0.133325
CPU	 107	 0.116675
CPU	 109	 0.11665
CPU	 111	 0.15
CPU	 113	 0.116675
CPU	 115	 0.11665
CPU	 117	 0.116675
CPU	 119	 0.116675
CPU	 121	 0.133325
CPU	 123	 0.133325
CPU	 125	 0.116675
CPU	 127	 0.11665
CPU	 129	 0.1
CPU	 131	 0.11665
CPU	 133	 0.133325
CPU	 135	 0.116675
CPU	 137	 0.116675
CPU	 139	 0.116675
CPU	 141	 0.116675
CPU	 143	 0.116675
CPU	 145	 0.1
CPU	 147	 0.11665
CPU	 149	 0.116675
CPU	 151	 0.116675
CPU	 153	 0.116675
CPU	 155	 0.133325
CPU	 157	 0.133325
CPU	 159	 0.133325
CPU	 161	 0.15
CPU	 163	 0.15
CPU	 165	 0.133325
CPU	 167	 0.11665
CPU	 169	 0.133325
CPU	 171	 0.13335
CPU	 173	 0.133325
CPU	 175	 0.133325
CPU	 177	 0.116675
CPU	 179	 0.116675
CPU	 181	 0.133325
CPU	 183	 0.13335
CPU	 185	 0.116675
CPU	 187	 0.11665
CPU	 189	 0.13335
CPU	 191	 0.15
CPU	 193	 0.11665
CPU	 195	 0.116675
CPU	 197	 0.133325
CPU	 199	 0.116675
IO	 0	 38337.6
IO	 2	 38337.7
IO	 4	 38337.7
IO	 6	 38337.7
IO	 8	 38337.7
IO	 10	 38337.8
IO	 12	 38337.8
IO	 14	 38337.9
IO	 16	 38337.9
IO	 18	 38337.9
IO	 20	 38338
IO	 22	 38338
IO	 24	 38338
IO	 26	 38338
IO	 28	 38338
IO	 30	 38338.1
IO	 32	 38338.1
IO	 34	 38338.1
IO	 36	 38338.1
IO	 38	 38338.1
IO	 40	 38338.1
IO	 42	 38338.1
IO	 44	 38338.1
IO	 46	 38338.1
IO	 48	 38338
IO	 50	 38338.1
IO	 52	 38338
IO	 54	 38338.1
IO	 56	 38338.1
IO	 58	 38338.1
IO	 60	 38338
IO	 62	 38338
IO	 64	 38338
IO	 66	 38337.9
IO	 68	 38337.9
IO	 70	 38337.9
IO	 72	 38337.8
IO	 74	 38337.7
IO	 76	 38337.7
IO	 78	 38337.6
IO	 80	 38337.5
IO	 82	 38337.5
IO	 84	 38337.4
IO	 86	 38337.3
IO	 88	 38337.3
IO	 90	 38337.2
IO	 92	 38337.2
IO	 94	 38337.1
IO	 96	 38337
IO	 98	 38336.9
IO	 100	 38336.8
IO	 102	 38336.7
IO	 104	 38336.6
IO	 106	 38336.5
IO	 108	 38336.4
IO	 110	 38336.3
IO	 112	 38336.2
IO	 114	 38336.1
IO	 116	 38336
IO	 118	 38335.9
IO	 120	 38335.8
IO	 122	 38335.7
IO	 124	 38335.5
IO	 126	 38335.4
IO	 128	 38335.3
IO	 130	 38335.2
IO	 132	 38335
IO	 134	 38334.9
IO	 136	 38334.8
IO	 138	 38334.6
IO	 140	 38334.4
IO	 142	 38334.3
IO	 144	 38334.1
IO	 146	 38334
IO	 148	 38333.8
IO	 150	 38333.7
IO	 152	 38333.5
IO	 154	 38333.3
IO	 156	 38333.2
IO	 158	 38333
IO	 160	 38332.8
IO	 162	 38332.6
IO	 164	 38332.4
IO	 166	 38332.2
IO	 168	 38332
IO	 170	 38331.8
IO	 172	 38331.6
IO	 174	 38331.4
IO	 176	 38331.2
IO	 178	 38331.1
IO	 180	 38330.9
IO	 182	 38330.7
IO	 184	 38330.5
IO	 186	 38330.3
IO	 188	 38330.1
IO	 190	 38329.8
IO	 192	 38329.6
IO	 194	 38329.4
IO	 196	 38329.2
IO	 198	 38328.9
